# x, Trad, Tgas
1.342561839083e-02, 3.614767880399e+00, 4.151681555565e+00
1.345644644684e-02, 3.618044366722e+00, 4.098646336642e+00
1.348727450284e-02, 3.624688578404e+00, 4.071329988944e+00
1.351810255885e-02, 3.627245756812e+00, 4.021961792641e+00
1.354893061486e-02, 3.632503869608e+00, 3.997005885596e+00
1.357975867086e-02, 3.634501577451e+00, 3.955733357601e+00
1.361058672687e-02, 3.638678234354e+00, 3.934596817237e+00
1.364141478288e-02, 3.640233634343e+00, 3.899670724592e+00
1.367224283888e-02, 3.643560706776e+00, 3.881813417136e+00
1.370307089489e-02, 3.644776773492e+00, 3.854029290075e+00
1.373389895090e-02, 3.647450612031e+00, 3.840096268747e+00
1.376472700690e-02, 3.648402233827e+00, 3.816681678341e+00
1.379555506291e-02, 3.650525270702e+00, 3.804797683286e+00
1.382638311892e-02, 3.651284296133e+00, 3.786623581382e+00
1.385721117492e-02, 3.652981542627e+00, 3.777763416813e+00
1.388803923093e-02, 3.653585234684e+00, 3.762359810504e+00
1.391886728694e-02, 3.654930685362e+00, 3.754607047054e+00
1.394969534294e-02, 3.655418581531e+00, 3.742883796875e+00
1.398052339895e-02, 3.656502449088e+00, 3.737164821880e+00
1.401135145495e-02, 3.656891274895e+00, 3.727144315564e+00
1.404217951096e-02, 3.657752005862e+00, 3.722158129756e+00
1.407300756697e-02, 3.658067629885e+00, 3.714620881097e+00
1.410383562297e-02, 3.658763674757e+00, 3.710829287523e+00
1.413466367898e-02, 3.659015043973e+00, 3.704372258652e+00
1.416549173499e-02, 3.659568951643e+00, 3.701189129803e+00
1.419631979099e-02, 3.659773912318e+00, 3.696309199198e+00
1.422714784700e-02, 3.660222245927e+00, 3.693821314695e+00
1.425797590301e-02, 3.660384981894e+00, 3.689737655196e+00
1.428880395901e-02, 3.660743553059e+00, 3.687685139628e+00
1.431963201502e-02, 3.660877322749e+00, 3.684451670252e+00
1.435046007103e-02, 3.661166106128e+00, 3.682866952582e+00
1.438128812703e-02, 3.661271811399e+00, 3.680359218439e+00
1.441211618304e-02, 3.661505078092e+00, 3.678878815217e+00
1.444294423905e-02, 3.661592996560e+00, 3.676751926732e+00
1.447377229505e-02, 3.661780129939e+00, 3.675844178670e+00
1.450460035106e-02, 3.661849279358e+00, 3.674306598194e+00
1.453542840707e-02, 3.662001766186e+00, 3.673212274707e+00
1.456625646307e-02, 3.662059379326e+00, 3.671779470353e+00
1.459708451908e-02, 3.662180481324e+00, 3.671201884887e+00
1.462791257508e-02, 3.662226438485e+00, 3.670347199250e+00
1.465874063109e-02, 3.662328430200e+00, 3.669716310771e+00
1.468956868710e-02, 3.662366352016e+00, 3.668674533366e+00
1.472039674310e-02, 3.662445721514e+00, 3.668188701860e+00
1.475122479911e-02, 3.662476520315e+00, 3.667676613203e+00
1.478205285512e-02, 3.662544318848e+00, 3.667353979229e+00
1.481288091112e-02, 3.662569814616e+00, 3.666698000501e+00
1.484370896713e-02, 3.662623704553e+00, 3.666405948707e+00
1.487453702314e-02, 3.662644546581e+00, 3.665996313599e+00
1.490536507914e-02, 3.662688581615e+00, 3.665717214652e+00
1.493619313515e-02, 3.662706207233e+00, 3.665427385217e+00
1.496702119116e-02, 3.662743054699e+00, 3.665222928723e+00
1.499784924716e-02, 3.662757314253e+00, 3.664911163877e+00
1.502867730317e-02, 3.662786419238e+00, 3.664673715868e+00
1.505950535918e-02, 3.662798667496e+00, 3.664566976674e+00
1.509033341518e-02, 3.662823666162e+00, 3.664508699429e+00
1.512116147119e-02, 3.662833585804e+00, 3.664324210933e+00
1.515198952720e-02, 3.662854206734e+00, 3.664063522359e+00
1.518281758320e-02, 3.662862757210e+00, 3.663916754520e+00
1.521364563921e-02, 3.662879768476e+00, 3.663882389273e+00
1.524447369521e-02, 3.662887021697e+00, 3.663878062555e+00
1.527530175122e-02, 3.662902201999e+00, 3.663839309602e+00
1.530612980723e-02, 3.662908326318e+00, 3.663676928112e+00
1.533695786323e-02, 3.662920608802e+00, 3.663526052507e+00
1.536778591924e-02, 3.662925917775e+00, 3.663484545561e+00
1.539861397525e-02, 3.662936769311e+00, 3.663494180049e+00
1.542944203125e-02, 3.662941435070e+00, 3.663493259587e+00
1.546027008726e-02, 3.662951309018e+00, 3.663439960173e+00
1.549109814327e-02, 3.662955343902e+00, 3.663325490137e+00
1.552192619927e-02, 3.662963778893e+00, 3.663268455052e+00
1.555275425528e-02, 3.662967264084e+00, 3.663263949228e+00
1.558358231129e-02, 3.662975030661e+00, 3.663280942711e+00
1.561441036729e-02, 3.662978223332e+00, 3.663278286181e+00
1.564523842330e-02, 3.662985504872e+00, 3.663237291291e+00
1.567606647931e-02, 3.662988331123e+00, 3.663177699961e+00
1.570689453531e-02, 3.662994859898e+00, 3.663158947941e+00
1.573772259132e-02, 3.662997511911e+00, 3.663160277522e+00
1.576855064733e-02, 3.663005192077e+00, 3.663178283588e+00
