# x, Trad, Tgas
1.321215820312e-02, 3.564918259761e+00, 3.538942520998e+00
1.324291992188e-02, 3.571367500929e+00, 3.573267927742e+00
1.327368164062e-02, 3.584215794933e+00, 4.264372881336e+00
1.330444335937e-02, 3.588717590811e+00, 4.210444043995e+00
1.333520507813e-02, 3.599766913784e+00, 4.211232952179e+00
1.336596679687e-02, 3.603722116826e+00, 4.178752853364e+00
1.339672851562e-02, 3.612437768666e+00, 4.157804646795e+00
1.342749023438e-02, 3.615652079495e+00, 4.104260872020e+00
1.345825195312e-02, 3.622510109043e+00, 4.076385222326e+00
1.348901367187e-02, 3.625040912961e+00, 4.026875686637e+00
1.351977539063e-02, 3.630452309308e+00, 4.002051911081e+00
1.355053710938e-02, 3.632440080423e+00, 3.960182421387e+00
1.358129882812e-02, 3.636730299080e+00, 3.937988402220e+00
1.361206054688e-02, 3.638279022195e+00, 3.902685404925e+00
1.364282226563e-02, 3.641703650089e+00, 3.884655429874e+00
1.367358398437e-02, 3.642915974475e+00, 3.856467833152e+00
1.370434570313e-02, 3.645651537016e+00, 3.841705987155e+00
1.373510742188e-02, 3.646602274822e+00, 3.818034796048e+00
1.376586914062e-02, 3.648777896023e+00, 3.806035644209e+00
1.379663085938e-02, 3.649517598601e+00, 3.787562840191e+00
1.382739257813e-02, 3.651278499521e+00, 3.778172722214e+00
1.385815429687e-02, 3.651850056001e+00, 3.762382252140e+00
1.388891601563e-02, 3.653272305068e+00, 3.754524773909e+00
1.391967773438e-02, 3.653716483021e+00, 3.742615625267e+00
1.395043945312e-02, 3.654870051229e+00, 3.736853775378e+00
1.398120117188e-02, 3.655210743233e+00, 3.726538420090e+00
1.401196289063e-02, 3.656145648638e+00, 3.721339724402e+00
1.404272460937e-02, 3.656399873061e+00, 3.713607784242e+00
1.407348632813e-02, 3.657172790341e+00, 3.709994266512e+00
1.410424804688e-02, 3.657355747668e+00, 3.703377651722e+00
1.413500976562e-02, 3.657997894435e+00, 3.700088668976e+00
1.416577148438e-02, 3.658125183358e+00, 3.695135131890e+00
1.419653320313e-02, 3.658665352027e+00, 3.692736649661e+00
1.422729492187e-02, 3.658745388660e+00, 3.688441407614e+00
1.425805664063e-02, 3.659199577833e+00, 3.686390816260e+00
1.428881835938e-02, 3.659249628977e+00, 3.683276158681e+00
1.431958007812e-02, 3.659635655880e+00, 3.681811374558e+00
1.435034179688e-02, 3.659658265998e+00, 3.678995934872e+00
1.438110351563e-02, 3.659984765616e+00, 3.677594143187e+00
1.441186523437e-02, 3.659989386018e+00, 3.675538187004e+00
1.444262695313e-02, 3.660270014255e+00, 3.674621033265e+00
1.447338867188e-02, 3.660259832852e+00, 3.672778148067e+00
1.450415039062e-02, 3.660496390402e+00, 3.671800062942e+00
1.453491210938e-02, 3.660478699355e+00, 3.670530130614e+00
1.456567382813e-02, 3.660685244840e+00, 3.669981692358e+00
1.459643554687e-02, 3.660657923467e+00, 3.668805710724e+00
1.462719726563e-02, 3.660836814077e+00, 3.668153477252e+00
1.465795898438e-02, 3.660804716104e+00, 3.667410155127e+00
1.468872070312e-02, 3.660963766360e+00, 3.667042076757e+00
1.471948242188e-02, 3.660925736838e+00, 3.666234266390e+00
1.475024414063e-02, 3.661065237226e+00, 3.665692480000e+00
1.478100585937e-02, 3.661024702450e+00, 3.665224676103e+00
1.481176757812e-02, 3.661149792902e+00, 3.665096716077e+00
1.484252929688e-02, 3.661106452486e+00, 3.664729674646e+00
1.487329101562e-02, 3.661219821748e+00, 3.664312323534e+00
1.490405273437e-02, 3.661175186765e+00, 3.663840750542e+00
1.493481445313e-02, 3.661276212841e+00, 3.663649124947e+00
1.496557617187e-02, 3.661231074074e+00, 3.663495723023e+00
1.499633789062e-02, 3.661324700067e+00, 3.663463890334e+00
1.502709960938e-02, 3.661279378194e+00, 3.663211638929e+00
1.505786132812e-02, 3.661364979976e+00, 3.662922911469e+00
1.508862304687e-02, 3.661320168315e+00, 3.662737795983e+00
1.511938476563e-02, 3.661399189652e+00, 3.662709132937e+00
1.515014648437e-02, 3.661354803279e+00, 3.662662148845e+00
1.518090820312e-02, 3.661428877036e+00, 3.662520160096e+00
1.521166992188e-02, 3.661385664126e+00, 3.662325454806e+00
1.524243164062e-02, 3.661453760841e+00, 3.662256506651e+00
1.527319335937e-02, 3.661412132388e+00, 3.662229390761e+00
1.530395507813e-02, 3.661475824249e+00, 3.662194098192e+00
1.533471679687e-02, 3.661436585325e+00, 3.662067562530e+00
1.536547851562e-02, 3.661494542525e+00, 3.661989817233e+00
1.539624023438e-02, 3.661458644570e+00, 3.661963897184e+00
1.542700195313e-02, 3.661511045783e+00, 3.661966213941e+00
1.545776367187e-02, 3.661479269440e+00, 3.661943737438e+00
1.548852539063e-02, 3.661525777375e+00, 3.661869010059e+00
1.551928710938e-02, 3.661498649758e+00, 3.661781106879e+00
1.555004882812e-02, 3.661538715026e+00, 3.661752018001e+00
1.558081054688e-02, 3.661517139620e+00, 3.661746626180e+00
1.561157226563e-02, 3.661550021745e+00, 3.661750343950e+00
1.564233398437e-02, 3.661535208008e+00, 3.661732614511e+00
1.567309570313e-02, 3.661560596210e+00, 3.661682284444e+00
1.570385742188e-02, 3.661557815762e+00, 3.661650662595e+00
1.573461914062e-02, 3.661567654283e+00, 3.661624892242e+00
