# nu, E_nu, Tgas = 1.00026, Trad = 1.0026, vel = 5.1899e+07, x = 0.00158423
1.000000000000e+15, 1.795964363909e+05
1.433012570000e+15, 5.253486683437e+05
2.053525030000e+15, 1.532666934590e+06
2.942727180000e+15, 4.455390713812e+06
4.216965030000e+15, 1.288247472204e+07
6.042963900000e+15, 3.695466754495e+07
8.659643230000e+15, 1.048017601691e+08
1.240937760000e+16, 2.922834282150e+08
1.778279410000e+16, 7.954805376642e+08
2.548296750000e+16, 2.086370628227e+09
3.651741270000e+16, 5.174787970289e+09
5.232991150000e+16, 1.177997643783e+10
7.498942090000e+16, 2.346900647016e+10
1.074607830000e+17, 3.796244924027e+10
1.539926530000e+17, 4.452665673592e+10
2.206734070000e+17, 3.234494560191e+10
3.162277660000e+17, 1.191493743219e+10
4.531583640000e+17, 1.853652983229e+09
6.493816320000e+17, 2.165758087623e+08
9.305720410000e+17, 6.587929229648e+07
1.333521430000e+18, 1.391868094678e+07
1.910952970000e+18, 1.172239495835e+06
2.738419630000e+18, 2.791691895939e+04
3.924189760000e+18, 1.131243967559e+02
5.623413250000e+18, 4.110243873957e-02
8.058421880000e+18, 5.337918194752e-03
1.154781980000e+19, 5.337659993856e-03
1.654817100000e+19, 5.337659964835e-03
2.371373710000e+19, 5.337659964539e-03
3.398208330000e+19, 5.337659964539e-03
4.869675250000e+19, 5.337659964539e-03
6.978305850000e+19, 5.337659964539e-03
